BatchKeyPath,BatchValueName,ProgramName,RunCounter,FocusCount,FocusTime,LastExecuted
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\abgrcnq.rkr,{System32}\notepad.exe,7,6,"0d, 0h, 01m, 08s",2018-03-27 09:23:14.9090000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.FuryyRkcrevraprUbfg_pj5a1u2gklrjl!Ncc,Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy!App,0,10,"0d, 0h, 03m, 14s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\QryyGCnq\Ncbvag.rkr,{Program Files}\DellTPad\Apoint.exe,0,0,"0d, 0h, 00m, 01s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Rkcybere,Microsoft.Windows.Explorer,24,42,"0d, 0h, 13m, 31s",2018-04-04 05:32:26.2270000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{Q65231O0-O2S1-4857-N4PR-N8R7P6RN7Q27}\pzq.rkr,{System32 x86}\cmd.exe,0,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Q:\NXZbavgbe\NXZbavgbe.rkr,D:\AKMonitor\AKMonitor.exe,3,4,"0d, 0h, 02m, 57s",2018-03-27 09:33:20.8390000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,jvaqbjf.vzzrefvirpbagebycnary_pj5a1u2gklrjl!zvpebfbsg.jvaqbjf.vzzrefvirpbagebycnary,windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel,2,5,"0d, 0h, 03m, 15s",2018-03-28 00:47:32.2760000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Pbegnan_pj5a1u2gklrjl!PbegnanHV,Microsoft.Windows.Cortana_cw5n1h2txyewy!CortanaUI,0,17,"0d, 0h, 03m, 03s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr!ZvpebfbsgRqtr,Microsoft.MicrosoftEdge_8wekyb3d8bbwe!MicrosoftEdge,1,10,"0d, 0h, 02m, 19s",2018-03-27 09:28:51.2670000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr!PbagragCebprff,Microsoft.MicrosoftEdge_8wekyb3d8bbwe!ContentProcess,0,11,"0d, 0h, 03m, 38s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Cnpxntrf\Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr\GrzcFgngr\Qbjaybnqf\PuebzrFrghc.rkr,C:\Users\jcloudy\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\TempState\Downloads\ChromeSetup.exe,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:29:26.9390000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\THZSP2R.gzc\TbbtyrHcqngr.rkr,{Program Files x86}\GUMFC2E.tmp\GoogleUpdate.exe,0,1,"0d, 0h, 00m, 04s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Tbbtyr\Hcqngr\TbbtyrHcqngr.rkr,{Program Files x86}\Google\Update\GoogleUpdate.exe,0,3,"0d, 0h, 02m, 19s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Pbzchgre,Microsoft.Windows.Computer,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:32:20.0370000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.PbagebyCnary,Microsoft.Windows.ControlPanel,0,1,"0d, 0h, 00m, 11s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Puebzr,Chrome,1,81,"0d, 9h, 40m, 35s",2018-03-27 09:58:23.5470000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Cnpxntrf\Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr\GrzcFgngr\Qbjaybnqf\Frghc.K86.ra-hf_B365CebCyhfErgnvy_02p0210p-o841-4pp2-o779-o3n35nr78121_GK_CE_o_64_.rkr,C:\Users\jcloudy\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\TempState\Downloads\Setup.X86.en-us_O365ProPlusRetail_02c0210c-b841-4cc2-b779-b3a35ae78121_TX_PR_b_64_.exe,1,1,"0d, 0h, 00m, 08s",2018-03-27 09:35:29.7360000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\Pbzzba Svyrf\zvpebfbsg funerq\PyvpxGbEha\BssvprPyvpxGbEha.rkr,{Program Files}\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,0,0,"0d, 0h, 00m, 01s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\Pbzzba Svyrf\zvpebfbsg funerq\PyvpxGbEha\BssvprP2EPyvrag.rkr,{Program Files}\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe,0,1,"0d, 0h, 01m, 45s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Bssvpr.BarAbgr_8jrxlo3q8oojr!zvpebfbsg.barabgrvz,Microsoft.Office.OneNote_8wekyb3d8bbwe!microsoft.onenoteim,1,2,"0d, 0h, 00m, 53s",2018-03-27 09:49:22.2110000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\pzq.rkr,{System32}\cmd.exe,0,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.FxlQevir.Qrfxgbc,Microsoft.SkyDrive.Desktop,1,1,"0d, 0h, 00m, 05s",2018-03-27 09:51:00.8380000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\BcraJvgu.rkr,{System32}\OpenWith.exe,0,1,"0d, 0h, 00m, 08s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Tbbtyr\Puebzr\Nccyvpngvba\puebzr.rkr,{Program Files x86}\Google\Chrome\Application\chrome.exe,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:51:18.8700000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfFgber_8jrxlo3q8oojr!Ncc,Microsoft.WindowsStore_8wekyb3d8bbwe!App,5,3,"0d, 0h, 03m, 15s",2018-03-28 00:15:49.9200000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,zvpebfbsg.zvpebfbsgfxlqevir_8jrxlo3q8oojr!Ncc,microsoft.microsoftskydrive_8wekyb3d8bbwe!App,0,1,"0d, 0h, 00m, 35s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.YbpxNcc_pj5a1u2gklrjl!JvaqbjfQrsnhygYbpxFperra,Microsoft.LockApp_cw5n1h2txyewy!WindowsDefaultLockScreen,0,10,"0d, 0h, 00m, 15s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\Qbjaybnqf\vafgnyyonpxhcnaqflap.rkr,C:\Users\jcloudy\Downloads\installbackupandsync.exe,1,0,"0d, 0h, 00m, 00s",2018-03-27 23:40:32.8090000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\F3 Oebjfre\f3oebjfre-jva32.rkr,{Program Files}\S3 Browser\s3browser-win32.exe,2,6,"0d, 0h, 04m, 39s",2018-04-04 05:31:06.8640000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Grzc\THZP3S.gzc\QebcobkHcqngr.rkr,C:\Users\jcloudy\AppData\Local\Temp\GUMC3F.tmp\DropboxUpdate.exe,0,0,"0d, 0h, 00m, 02s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Qebcobk\Hcqngr\QebcobkHcqngr.rkr,{Program Files x86}\Dropbox\Update\DropboxUpdate.exe,0,1,"0d, 0h, 00m, 29s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Qebcobk.Qrfxgbc.Pyvrag,Dropbox.Desktop.Client,2,2,"0d, 0h, 00m, 26s",2018-04-02 01:43:38.6150000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\Qbjaybnqf\ObkFlapFrghc.rkr,C:\Users\jcloudy\Downloads\BoxSyncSetup.exe,1,0,"0d, 0h, 00m, 00s",2018-03-28 00:44:00.3120000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Grzc\{9S3SQ110-97S4-40Q1-9270-5588913QO144}\.pe\ObkFlapFrghc.rkr,C:\Users\jcloudy\AppData\Local\Temp\{Unmapped GUID: 9F3FD110-97F4-40D1-9270-5588913DB144}\.cr\BoxSyncSetup.exe,0,1,"0d, 0h, 00m, 05s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\Obk\Obk Flap\ObkFlap.rkr,{Program Files}\Box\Box Sync\BoxSync.exe,1,3,"0d, 0h, 01m, 16s",2018-03-28 00:50:59.9810000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.NhgbTrarengrq.{923QQ477-5846-686O-N659-0SPPQ73851N8},Microsoft.AutoGenerated.{Unmapped GUID: 923DD477-5846-686B-A659-0FCCD73851A8},0,1,"0d, 0h, 00m, 46s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Bssvpr.JVAJBEQ.RKR.15,Microsoft.Office.WINWORD.EXE.15,1,43,"0d, 4h, 01m, 15s",2018-03-30 02:15:47.9000000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.NhgbTrarengrq.{4S320P6Q-566O-N328-N366-1RP51OQ74O62},Microsoft.AutoGenerated.{Unmapped GUID: 4F320C6D-566B-A328-A366-1EC51BD74B62},3,0,"0d, 0h, 00m, 00s",2018-03-31 20:09:21.5820000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Cubgbf_8jrxlo3q8oojr!Ncc,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,0,2,"0d, 0h, 00m, 10s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Bssvpr.CBJRECAG.RKR.15,Microsoft.Office.POWERPNT.EXE.15,2,12,"0d, 0h, 24m, 41s",2018-04-04 05:00:26.5480000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,HRZR_PGYPHNPbhag:pgbe,UEME_CTLCUACount:ctor,0,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Favccvat Gbby.yax,{Common Programs}\Accessories\Snipping Tool.lnk,9,0,"0d, 0h, 00m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,HRZR_PGYFRFFVBA,UEME_CTLSESSION,59,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Cnvag.yax,{Common Programs}\Accessories\Paint.lnk,7,0,"0d, 0h, 00m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{N77S5Q77-2R2O-44P3-N6N2-NON601054N51}\Npprffbevrf\Abgrcnq.yax,{Programs}\Accessories\Notepad.lnk,6,0,"0d, 0h, 00m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{9R3995NO-1S9P-4S13-O827-48O24O6P7174}\GnfxOne\Svyr Rkcybere.yax,{User Pinned}\TaskBar\File Explorer.lnk,24,0,"0d, 0h, 00m, 00s",2018-04-04 05:32:26.2270000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{N77S5Q77-2R2O-44P3-N6N2-NON601054N51}\BarQevir.yax,{Programs}\OneDrive.lnk,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:51:00.8380000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\Choyvp\Qrfxgbc\Tbbtyr Puebzr.yax,C:\Users\Public\Desktop\Google Chrome.lnk,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:58:23.5470000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Obk Flap\Obk Flap.yax,{Common Programs}\Box Sync\Box Sync.lnk,1,0,"0d, 0h, 00m, 00s",2018-03-28 00:50:59.9830000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{9R3995NO-1S9P-4S13-O827-48O24O6P7174}\GnfxOne\Jbeq 2016.yax,{User Pinned}\TaskBar\Word 2016.lnk,1,0,"0d, 0h, 00m, 00s",2018-03-30 02:15:47.9000000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\Choyvp\Qrfxgbc\Tbbtyr Qbpf.yax,C:\Users\Public\Desktop\Google Docs.lnk,3,0,"0d, 0h, 00m, 00s",2018-03-31 20:09:21.5820000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\Choyvp\Qrfxgbc\F3 Oebjfre.yax,C:\Users\Public\Desktop\S3 Browser.lnk,2,0,"0d, 0h, 00m, 00s",2018-04-04 05:31:06.8640000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\wpybhql\Qrfxgbc\Qebcobk.yax,C:\Users\jcloudy\Desktop\Dropbox.lnk,1,0,"0d, 0h, 00m, 00s",2018-04-02 01:43:26.0420000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Qebcobk\Qebcobk.yax,{Common Programs}\Dropbox\Dropbox.lnk,1,0,"0d, 0h, 00m, 00s",2018-04-02 01:43:38.6150000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{9R3995NO-1S9P-4S13-O827-48O24O6P7174}\GnfxOne\CbjreCbvag 2016.yax,{User Pinned}\TaskBar\PowerPoint 2016.lnk,2,0,"0d, 0h, 00m, 00s",2018-04-04 05:00:26.5480000
